month,position,artist,song,score,us,uk,de,fr,ca,au
"Jul 2000","18","Destiny's Child","Jumpin' Jumpin'","2142.527","8","5","-","-","-","10"
"Jul 2000","19","BBMak","Back Here","2021.045","13","-","-","-","-","-"
"Jul 2000","20","Macy Gray","I Try","2004.929","16","-","-","100","-","-"
"Jul 2000","21","Lonestar","Amazed","1989.938","26","21","-","-","-","19"
"Jul 2000","22","Sting & Cheb Mami","Desert Rose","1965.019","19","-","-","45","-","-"
"Jul 2000","23","Jay-Z & UGK","Big Pimpin'","1964.419","18","40","-","-","-","-"
"Jul 2000","24","Jagged Edge","Let's Get Married","1876.174","11","-","-","-","-","-"
"Jul 2000","25","Destiny's Child","Say My Name","1872.055","23","80","-","20","-","11"
"Jul 2000","26","Jessica Simpson","I Think I'm In Love With You","1778.226","25","15","-","-","-","10"
"Jul 2000","27","Westlife","Swear It Again","1775.043","20","-","-","-","-","-"
"Jul 2000","28","The Backstreet Boys","The One","1773.752","30","15","-","-","-","41"
"Jul 2000","29","Mary Mary","Shackles (Praise You)","1744.538","60","10","-","14","-","33"
"Jul 2000","30","Next","Wifey","1741.552","22","-","-","-","-","-"
"Jul 2000","31","Avant","Separated","1725.844","23","-","-","-","-","-"
"Jul 2000","32","Janet Jackson","Doesn't Really Matter","1670.362","15","-","-","-","-","-"
"Jul 2000","33","Ruff Endz","No More","1665.746","12","-","-","-","-","-"
"Jul 2000","34","Rob Thomas & Santana","Smooth","1654.382","32","-","-","40","-","-"
"Jul 2000","35","Dr Dre & Snoop Dogg","The Next Episode","1649.860","23","-","-","-","-","-"
"Jul 2000","36","Nelly","(Hot S**t) Country Grammar","1630.661","21","-","-","-","-","-"
"Jul 2000","37","Chad Brock","Yes!","1618.196","22","-","-","-","-","-"
"Jul 2000","38","Donell Jones","Where I Wanna Be","1560.635","29","-","-","-","-","-"
"Jul 2000","39","Lee Ann Womack","I Hope You Dance","1522.410","32","-","-","-","-","-"
"Jul 2000","40","Carl Thomas","I Wish","1504.760","27","-","-","-","-","-"
"Jul 2000","41","Lucy Pearl","Dance Tonight","1503.970","36","36","-","-","-","-"
"Jul 2000","42","Da Brat & Tyrese","What'chu Like","1492.238","28","-","-","-","-","-"
"Jul 2000","43","Three Doors Down","Kryptonite","1491.416","22","-","-","-","-","-"
"Jul 2000","44","The Goo Goo Dolls","Broadway","1463.615","24","-","-","-","-","-"
"Jul 2000","45","Son By Four","Purest Of Pain (A Puro Dolor)","1462.991","30","-","-","-","-","-"
"Jul 2000","46","No Doubt","Simple Kind Of Life","1414.249","38","-","-","-","-","-"
"Jul 2000","47","Lara Fabian","I Will Love Again","1370.428","40","-","-","48","-","-"
"Jul 2000","48","Mandy Moore","I Wanna Be With You","1337.318","31","-","-","-","-","-"
"Jul 2000","49","Savage Garden","Crash & Burn","1334.353","46","-","-","-","-","38"
"Jul 2000","50","Rascal Flatts","Prayin' For Daylight","1265.805","46","-","-","-","-","-"
"Aug 2000","1","Destiny's Child","Jumpin' Jumpin'","3581.530","3","7","-","-","-","2"
"Aug 2000","2","Matchbox Twenty","Bent","3570.711","2","-","-","-","1","47"
"Aug 2000","3","Sisqo","Incomplete","3490.818","1","98","-","-","-","-"
"Aug 2000","4","N Sync","It's Gonna Be Me","3464.686","1","-","-","-","-","16"
"Aug 2000","5","Aaliyah","Try Again","3450.821","4","12","-","42","-","8"
"Aug 2000","6","Janet Jackson","Doesn't Really Matter","3308.929","1","5","-","44","-","28"
"Aug 2000","7","Vertical Horizon","Everything You Want","2870.644","3","42","-","-","-","26"
"Aug 2000","8","Joe Thomas","I Wanna Know","2824.985","5","-","-","-","-","34"
"Aug 2000","9","Nine Days","Absolutely (Story Of A Girl)","2616.473","6","-","-","-","-","-"
"Aug 2000","10","Ruff Endz","No More","2582.309","7","11","-","-","-","-"
"Aug 2000","11","Toni Braxton","He Wasn't Man Enough","2572.255","10","80","-","24","-","-"
"Aug 2000","12","Eminem","The Real Slim Shady","2426.437","16","5","-","6","-","11"
"Aug 2000","13","Creed","Higher","2376.454","7","-","-","-","-","-"
"Aug 2000","14","Pink","There You Go","2174.881","9","74","-","-","-","30"
"Aug 2000","15","Jessica Simpson","I Think I'm In Love With You","2173.587","21","44","-","-","-","13"
"Aug 2000","16","LeAnn Rimes","I Need You","2116.968","11","-","-","-","-","-"
"Aug 2000","17","Jagged Edge","Let's Get Married","2096.391","11","-","-","-","-","-"
"Aug 2000","18","BBMak","Back Here","2089.203","13","-","-","-","-","-"
"Aug 2000","19","Nelly","(Hot S**t) Country Grammar","2077.644","11","-","-","-","-","-"
"Aug 2000","20","Sting & Cheb Mami","Desert Rose","2060.628","17","-","-","74","-","-"
"Aug 2000","21","Three Doors Down","Kryptonite","2054.800","12","-","-","-","-","-"
"Aug 2000","22","Christina Aguilera","I Turn To You","1934.887","17","35","-","-","-","-"
"Aug 2000","23","Faith Hill","Breathe","1907.412","18","-","-","-","-","23"
"Aug 2000","24","Marc Anthony","You Sang To Me","1904.605","20","-","-","-","-","-"
"Aug 2000","25","Next","Wifey","1897.535","19","-","-","-","-","-"
"Aug 2000","26","Mandy Moore","I Wanna Be With You","1802.260","24","21","-","-","-","-"
"Aug 2000","27","Everclear","Wonderful","1748.281","23","-","-","-","-","38"
"Aug 2000","28","Dr Dre & Snoop Dogg","The Next Episode","1724.752","23","-","-","-","-","-"
"Aug 2000","29","Da Brat & Tyrese","What'chu Like","1711.040","26","-","-","-","-","-"
"Aug 2000","30","Avant","Separated","1623.010","27","-","-","-","-","-"
"Aug 2000","31","Son By Four","Purest Of Pain (A Puro Dolor)","1601.689","26","-","-","-","-","-"
"Aug 2000","32","Jo Dee Messina","That's The Way","1596.334","25","-","-","-","-","-"
"Aug 2000","33","Jay-Z & UGK","Big Pimpin'","1563.909","26","-","-","-","-","-"
"Aug 2000","34","Lonestar","What About Now","1550.924","30","-","-","-","-","-"
"Aug 2000","35","Lara Fabian","I Will Love Again","1513.108","32","-","-","80","-","-"
"Aug 2000","36","Rob Thomas & Santana","Smooth","1504.200","36","-","-","79","-","-"
"Aug 2000","37","Lee Ann Womack","I Hope You Dance","1502.250","32","-","-","-","-","-"
"Aug 2000","38","Bon Jovi","It's My Life","1471.569","51","45","-","22","-","5"
"Aug 2000","39","Britney Spears","Oops!... I Did It Again","1427.972","35","49","-","20","-","-"
"Aug 2000","40","Santana & The Product G","Maria Maria","1426.550","47","6","-","1","-","49"
"Aug 2000","41","Metallica","I Disappear","1419.828","82","35","-","45","-","-"
"Aug 2000","42","Lonestar","Amazed","1416.886","42","37","-","-","-","22"
"Aug 2000","43","Alan Jackson","It Must Be Love","1409.660","38","-","-","-","-","-"
"Aug 2000","44","Rascal Flatts","Prayin' For Daylight","1405.991","38","-","-","-","-","-"
"Aug 2000","45","Madonna","Music","1396.696","18","1","-","8","-","-"
"Aug 2000","46","SoulDecision & Thrust","Faded","1395.584","27","-","-","-","-","-"
"Aug 2000","47","Donell Jones","Where I Wanna Be","1360.516","34","-","-","-","-","-"
"Aug 2000","48","Lucy Pearl","Dance Tonight","1333.215","36","53","-","-","-","-"
"Aug 2000","49","Britney Spears","Lucky","1328.903","28","5","-","-","-","6"
"Aug 2000","50","Billy Gilman","One Voice","1308.820","43","-","-","-","-","-"
"Sep 2000","1","Madonna","Music","4757.214","1","1","-","8","1","1"
"Sep 2000","2","Janet Jackson","Doesn't Really Matter","4299.801","1","10","-","40","-","36"
"Sep 2000","3","Destiny's Child","Jumpin' Jumpin'","3557.995","3","23","-","41","-","2"
"Sep 2000","4","Sisqo","Incomplete","2962.114","2","-","-","-","-","-"
"Sep 2000","5","Matchbox Twenty","Bent","2958.045","3","-","-","-","1","-"
"Sep 2000","6","Ruff Endz","No More","2644.818","5","26","-","-","-","-"
"Sep 2000","7","Next","Wifey","2644.428","7","19","-","-","-","-"
"Sep 2000","8","Three Doors Down","Kryptonite","2615.296","5","-","-","-","-","-"
"Sep 2000","9","Britney Spears","Lucky","2613.326","23","6","-","16","-","3"
"Sep 2000","10","Joe Thomas","I Wanna Know","2607.606","5","-","-","61","-","42"
"Sep 2000","11","Aaliyah","Try Again","2524.762","9","38","-","35","-","10"
"Sep 2000","12","N Sync","It's Gonna Be Me","2449.393","6","9","-","-","-","34"
"Sep 2000","13","Nelly","(Hot S**t) Country Grammar","2407.499","7","-","-","-","-","-"
"Sep 2000","14","Nine Days","Absolutely (Story Of A Girl)","2246.999","8","-","-","-","-","41"
"Sep 2000","15","Toni Braxton","He Wasn't Man Enough","2206.514","13","-","-","35","-","-"
"Sep 2000","16","Christina Aguilera","Come On Over Baby (All I Want Is You)","2115.414","9","-","-","-","-","18"
"Sep 2000","17","LeAnn Rimes","I Need You","2113.875","12","-","-","-","-","-"
"Sep 2000","18","BBMak","Back Here","1966.954","15","-","-","-","-","-"
"Sep 2000","19","Pink","Most Girls","1926.587","13","5","-","-","-","7"
"Sep 2000","20","Creed","Higher","1925.010","14","-","-","-","-","-"
"Sep 2000","21","Vertical Horizon","Everything You Want","1877.709","10","66","-","-","-","24"
"Sep 2000","22","Sting & Cheb Mami","Desert Rose","1786.275","17","-","-","-","-","-"
"Sep 2000","23","Jagged Edge","Let's Get Married","1778.923","20","-","-","-","-","-"
"Sep 2000","24","Bow Wow","Bounce With Me","1775.705","20","-","-","-","-","-"
"Sep 2000","25","Creed","With Arms Wide Open","1752.098","10","-","-","-","-","-"
"Sep 2000","26","Everclear","Wonderful","1746.271","11","-","-","-","-","41"
"Sep 2000","27","98 Degrees","Give Me Just One Night","1738.789","2","-","-","-","-","-"
"Sep 2000","28","SoulDecision & Thrust","Faded","1720.343","22","-","-","-","-","-"
"Sep 2000","29","Bon Jovi","It's My Life","1683.162","33","79","-","28","-","23"
"Sep 2000","30","Jo Dee Messina","That's The Way","1593.084","25","-","-","-","-","-"
"Sep 2000","31","Mystikal","Shake Ya Ass","1588.811","15","-","-","-","-","-"
"Sep 2000","32","Faith Hill","Breathe","1567.738","24","-","-","-","-","32"
"Sep 2000","33","Marc Anthony","You Sang To Me","1545.577","26","-","-","-","-","-"
"Sep 2000","34","Son By Four","Purest Of Pain (A Puro Dolor)","1529.673","28","-","-","-","-","-"
"Sep 2000","35","Dr Dre & Snoop Dogg","The Next Episode","1522.967","32","-","-","25","-","-"
"Sep 2000","36","Jessica Simpson","I Think I'm In Love With You","1513.458","21","95","-","-","-","21"
"Sep 2000","37","Toni Braxton","Just Be A Man About It","1504.954","32","-","-","-","-","-"
"Sep 2000","38","Lil' Zane & 112","Callin  Me","1467.075","21","-","-","-","-","-"
"Sep 2000","39","Pink","There You Go","1426.043","22","-","-","-","-","-"
"Sep 2000","40","Lonestar","What About Now","1419.650","30","-","-","-","-","-"
"Sep 2000","41","Kandi","Don't Think I'm Not","1387.513","28","-","-","-","-","-"
"Sep 2000","42","Alan Jackson","It Must Be Love","1372.340","37","-","-","-","-","-"
"Sep 2000","43","Mya","Case Of The Ex (Whatcha Gonna Do)","1351.363","24","-","-","-","-","-"
"Sep 2000","44","Erykah Badu","Bag Lady","1332.486","34","-","-","-","-","-"
"Sep 2000","45","Vertical Horizon","You're A God","1324.372","31","-","-","-","-","-"
"Sep 2000","46","Eminem","The Real Slim Shady","1320.197","83","11","-","6","-","11"
"Sep 2000","47","SheDaisy","I Will...But","1306.466","43","-","-","-","-","-"
"Sep 2000","48","Billy Gilman","One Voice","1292.924","38","-","-","-","-","-"
"Sep 2000","49","Common","The Light","1280.053","44","-","-","-","-","-"
"Sep 2000","50","Da Brat & Tyrese","What'chu Like","1277.362","36","-","-","-","-","-"
"Oct 2000","1","Madonna","Music","5006.811","1","13","-","8","1","1"
"Oct 2000","2","Christina Aguilera","Come On Over Baby (All I Want Is You)","3474.408","1","-","-","-","-","9"
"Oct 2000","3","98 Degrees","Give Me Just One Night","3246.218","2","-","-","-","-","21"
"Oct 2000","4","Janet Jackson","Doesn't Really Matter","3145.717","3","53","-","51","-","-"
"Oct 2000","5","Destiny's Child","Jumpin' Jumpin'","3139.384","4","67","-","41","-","13"
"Oct 2000","6","Pink","Most Girls","3136.220","5","7","-","-","-","1"
"Oct 2000","7","Three Doors Down","Kryptonite","3003.129","4","-","-","-","-","-"
"Oct 2000","8","Creed","With Arms Wide Open","2843.957","3","-","-","-","-","-"
"Oct 2000","9","Sisqo","Incomplete","2477.076","7","-","-","-","-","-"
"Oct 2000","10","Erykah Badu","Bag Lady","2365.259","6","-","-","-","-","-"
"Oct 2000","11","Nelly","(Hot S**t) Country Grammar","2355.502","8","-","-","-","-","-"
"Oct 2000","12","Everclear","Wonderful","2345.495","11","36","-","-","-","-"
"Oct 2000","13","Matchbox Twenty","Bent","2343.386","6","-","-","-","-","-"
"Oct 2000","14","Mystikal","Shake Ya Ass","2173.516","13","-","-","-","-","-"
"Oct 2000","15","Ruff Endz","No More","2110.102","12","-","-","-","-","-"
"Oct 2000","16","Mya","Case Of The Ex (Whatcha Gonna Do)","2008.451","17","-","-","-","-","-"
"Oct 2000","17","Profyle","Liar","2003.429","14","-","-","-","-","-"
"Oct 2000","18","Joe Thomas","I Wanna Know","1957.622","14","-","-","65","-","-"
"Oct 2000","19","Samantha Mumba","Gotta Tell You","1919.887","10","-","-","45","-","11"
"Oct 2000","20","Toni Braxton","He Wasn't Man Enough","1908.670","17","-","-","58","-","-"
"Oct 2000","21","LeAnn Rimes","I Need You","1849.859","19","-","-","-","-","-"
"Oct 2000","22","Faith Hill","The Way You Love Me","1838.315","16","-","-","-","-","-"
"Oct 2000","23","Bow Wow","Bounce With Me","1818.133","20","-","-","-","-","-"
"Oct 2000","24","BBMak","Back Here","1801.228","16","-","-","-","-","47"
"Oct 2000","25","N Sync","This I Promise You","1798.546","11","-","-","-","-","42"
"Oct 2000","26","Baha Men","Who Let The Dogs Out?","1777.275","40","2","-","-","-","-"
"Oct 2000","27","Aaliyah","Try Again","1758.042","22","75","-","30","-","21"
"Oct 2000","28","Nine Days","Absolutely (Story Of A Girl)","1722.801","18","-","-","-","-","31"
"Oct 2000","29","Kandi","Don't Think I'm Not","1721.322","24","-","-","-","-","-"
"Oct 2000","30","R Kelly","I Wish","1708.589","32","12","-","40","-","-"
"Oct 2000","31","Bon Jovi","It's My Life","1686.671","33","-","-","42","-","-"
"Oct 2000","32","Vertical Horizon","You're A God","1650.939","26","-","-","-","-","-"
"Oct 2000","33","SoulDecision & Thrust","Faded","1646.811","27","-","-","-","-","-"
"Oct 2000","34","U2","Beautiful Day","1599.330","68","1","-","17","-","1"
"Oct 2000","35","Destiny's Child","Independent Woman","1597.035","15","-","-","44","-","-"
"Oct 2000","36","N Sync","It's Gonna Be Me","1594.329","23","41","-","-","-","-"
"Oct 2000","37","Ja Rule & Christina Milian","Between Me & You","1591.397","22","-","-","-","-","-"
"Oct 2000","38","Creed","Higher","1576.583","26","-","-","-","-","-"
"Oct 2000","39","Ricky Martin","She Bangs","1484.887","21","3","-","-","-","3"
"Oct 2000","40","Britney Spears","Lucky","1484.864","40","35","-","28","-","9"
"Oct 2000","41","Eminem","The Way I Am","1475.095","58","8","-","-","-","34"
"Oct 2000","42","Sting & Cheb Mami","Desert Rose","1470.781","30","-","-","-","-","-"
"Oct 2000","43","Debelah Morgan","Dance With Me","1455.574","31","-","-","-","-","-"
"Oct 2000","44","Barenaked Ladies","Pinch Me","1445.038","29","-","-","-","-","-"
"Oct 2000","45","Jo Dee Messina","That's The Way","1406.629","32","-","-","-","-","-"
"Oct 2000","46","Vertical Horizon","Everything You Want","1386.007","36","-","-","-","-","46"
"Oct 2000","47","John Michael Montgomery","The Little Girl","1368.711","35","-","-","-","-","-"
"Oct 2000","48","Whitney Houston & Enrique Iglesias","Could I Have This Kiss Forever","1365.279","95","7","-","83","-","49"
"Oct 2000","49","Travis Tritt","Best Of Intentions","1356.853","33","-","-","-","-","-"
"Oct 2000","50","George Strait","Go On","1345.033","40","-","-","-","-","-"
"Nov 2000","1","Madonna","Music","3971.372","2","28","-","11","1","16"
"Nov 2000","2","Christina Aguilera","Come On Over Baby (All I Want Is You)","3493.993","1","8","-","58","-","9"
"Nov 2000","3","Destiny's Child","Independent Woman","3477.114","1","1","-","32","-","18"
"Nov 2000","4","Creed","With Arms Wide Open","3420.549","1","-","-","-","-","-"
"Nov 2000","5","Three Doors Down","Kryptonite","3098.013","3","-","-","-","-","-"
"Nov 2000","6","Pink","Most Girls","3088.697","4","25","-","-","-","2"
"Nov 2000","7","Ricky Martin","She Bangs","3055.083","13","3","-","38","-","3"
"Nov 2000","8","The Backstreet Boys","Shape Of My Heart","2964.512","10","4","-","-","1","5"
"Nov 2000","9","Samantha Mumba","Gotta Tell You","2893.919","5","-","-","21","-","3"
"Nov 2000","10","N Sync","This I Promise You","2675.765","6","21","-","-","-","45"
"Nov 2000","11","Mya","Case Of The Ex (Whatcha Gonna Do)","2427.118","7","-","-","-","-","-"
"Nov 2000","12","R Kelly","I Wish","2250.199","18","21","-","40","-","-"
"Nov 2000","13","Faith Hill","The Way You Love Me","2247.652","9","-","-","-","-","-"
"Nov 2000","14","Nelly","(Hot S**t) Country Grammar","2220.848","12","7","-","-","-","-"
"Nov 2000","15","Destiny's Child","Jumpin' Jumpin'","2219.522","6","90","-","-","-","-"
"Nov 2000","16","Ja Rule & Christina Milian","Between Me & You","2102.216","11","-","-","-","-","-"
"Nov 2000","17","Mystikal","Shake Ya Ass","2043.641","13","-","-","-","-","-"
"Nov 2000","18","U2","Beautiful Day","2040.880","44","14","-","35","-","4"
"Nov 2000","19","Erykah Badu","Bag Lady","2001.682","8","-","-","-","-","-"
"Nov 2000","20","Kandi","Don't Think I'm Not","2001.324","27","9","-","-","-","-"
"Nov 2000","21","Sisqo","Incomplete","1949.537","9","-","-","-","-","-"
"Nov 2000","22","Baha Men","Who Let The Dogs Out?","1933.700","41","2","-","-","-","1"
"Nov 2000","23","Debelah Morgan","Dance With Me","1882.999","14","-","-","-","-","-"
"Nov 2000","24","Ruff Endz","No More","1849.988","18","-","-","-","-","-"
"Nov 2000","25","Barenaked Ladies","Pinch Me","1817.741","15","-","-","-","-","-"
"Nov 2000","26","Matchbox Twenty","Bent","1770.367","19","-","-","-","-","-"
"Nov 2000","27","98 Degrees","Give Me Just One Night","1747.260","7","61","-","-","-","29"
"Nov 2000","28","Vertical Horizon","You're A God","1704.213","23","-","-","-","-","-"
"Nov 2000","29","Profyle","Liar","1695.548","14","-","-","-","-","-"
"Nov 2000","30","Nelly","E.I.","1694.793","17","-","-","-","-","-"
"Nov 2000","31","Matchbox Twenty","If You're Gone","1627.125","21","-","-","-","-","22"
"Nov 2000","32","Travis Tritt","Best Of Intentions","1593.313","28","-","-","-","-","-"
"Nov 2000","33","Dream","He Loves U Not","1566.227","18","-","-","-","-","-"
"Nov 2000","34","Janet Jackson","Doesn't Really Matter","1561.522","20","-","-","88","-","-"
"Nov 2000","35","SoulDecision & Thrust","Faded","1513.178","30","-","-","-","-","-"
