month,position,artist,song,score,us,uk,de,fr,ca,au
"Mar 2012","42","Christina Perri","A Thousand Years","543.051","31","-","-","-","-","31"
"Mar 2012","43","Carly Rae Jepsen","Call Me Maybe","532.800","23","-","-","200","1","15"
"Mar 2012","44","Jason Mraz","I Won't Give Up","530.937","51","15","-","-","14","-"
"Mar 2012","45","Selena Gomez & The Scene","Love You Like A Love Song","524.327","22","-","-","-","25","-"
"Mar 2012","46","Sean Paul","She Doesn't Mind","509.041","-","2","2","34","-","46"
"Mar 2012","47","Beyonce","Love On Top","491.541","48","49","-","-","-","-"
"Mar 2012","48","David Guetta & Sia","Titanium","471.758","-","5","-","17","45","-"
"Mar 2012","49","Big Sean & Nicki Minaj","Dance (A$$)","471.352","27","-","-","-","-","-"
"Mar 2012","50","J Cole","Work Out","462.935","28","-","-","-","33","-"
"Apr 2012","1","Gotye & Kimbra","Somebody That I Used To Know","1821.201","1","3","6","1","1","28"
"Apr 2012","2","fun.","We Are Young","1722.405","1","3","-","40","1","1"
"Apr 2012","3","Flo-Rida & Sia","The Wild Ones","1535.014","6","7","7","11","1","5"
"Apr 2012","4","Nicki Minaj","Starships","1511.728","5","3","-","5","4","2"
"Apr 2012","5","Kelly Clarkson","Stronger (What Doesn't Kill You)","1330.016","2","26","-","27","3","38"
"Apr 2012","6","Carly Rae Jepsen","Call Me Maybe","1324.185","8","1","-","6","4","1"
"Apr 2012","7","Katy Perry","Part Of Me","1297.808","8","4","-","13","6","8"
"Apr 2012","8","Train","Drive By","1187.908","13","10","8","60","11","13"
"Apr 2012","9","David Guetta & Nicki Minaj","Turn Me On","1152.278","7","12","-","16","12","26"
"Apr 2012","10","The Wanted","Glad You Came","1144.194","3","-","-","46","2","-"
"Apr 2012","11","One Direction","What Makes You Beautiful","1101.285","4","55","-","52","7","9"
"Apr 2012","12","Rihanna & Drake","Take Care","1069.639","8","25","-","28","16","21"
"Apr 2012","13","Adele","Set Fire To The Rain","1044.618","4","51","-","23","10","-"
"Apr 2012","14","Chris Brown","Turn Up The Music","995.412","25","1","-","39","19","10"
"Apr 2012","15","LMFAO","Sexy And I Know It","966.767","22","19","-","24","21","30"
"Apr 2012","16","Jessie J","Domino","954.058","20","11","-","14","13","-"
"Apr 2012","17","Rihanna & Calvin Harris","We Found Love","920.389","12","39","-","63","19","49"
"Apr 2012","18","Pitbull & Chris Brown","International Love","912.795","16","42","-","21","19","36"
"Apr 2012","19","Justin Bieber","Boyfriend","890.834","2","2","-","17","1","5"
"Apr 2012","20","Snoop Dogg, Wiz Khalifa & Bruno Mars","Young Wild Free","856.604","11","-","-","21","14","38"
"Apr 2012","21","Michel Telo","Ai se eu te pego!","835.740","95","-","1","2","35","-"
"Apr 2012","22","Flo-Rida","Good Feeling","834.009","17","35","-","67","18","43"
"Apr 2012","23","Gym Class Heroes & Neon Hitch","Ass Back Home","770.755","13","-","-","-","24","6"
"Apr 2012","24","Jay-Z & Kanye West","Niggas in Paris","759.252","26","11","-","28","36","-"
"Apr 2012","25","Calvin Harris","Feel So Close","739.596","12","-","-","190","9","-"
"Apr 2012","26","Maroon 5 & Christina Aguilera","Moves Like Jagger","722.623","28","39","-","77","26","-"
"Apr 2012","27","LMFAO","Party Rock Anthem","721.617","27","46","-","51","33","-"
"Apr 2012","28","Tyga","Rack City","686.301","14","44","-","-","-","-"
"Apr 2012","29","Sean Paul","She Doesn't Mind","681.865","78","2","3","76","49","-"
"Apr 2012","30","BoB","So Good","679.871","16","7","-","-","23","17"
"Apr 2012","31","Drake & Lil' Wayne","The Motto","677.330","14","85","-","-","-","-"
"Apr 2012","32","Jason Mraz","I Won't Give Up","669.118","49","13","-","-","27","-"
"Apr 2012","33","Usher","Climax","653.978","25","4","-","-","-","29"
"Apr 2012","34","Rihanna & Jay-Z","Talk That Talk","631.157","32","25","-","47","-","48"
"Apr 2012","35","Adele","Someone Like You","579.673","31","62","-","17","40","-"
"Apr 2012","36","Coldplay","Paradise","562.408","34","30","-","41","-","24"
"Apr 2012","37","Skrillex & Sirah","Bangarang","561.805","73","79","-","63","35","4"
"Apr 2012","38","LMFAO","Sorry For Party Rocking","557.353","80","23","-","18","31","-"
"Apr 2012","39","Bruno Mars","It Will Rain","555.888","24","-","-","131","30","-"
"Apr 2012","40","Lil' Wayne & Bruno Mars","Mirror","533.885","84","34","-","22","-","26"
"Apr 2012","41","Adele","Rumour Has It","527.284","20","-","-","-","18","-"
"Apr 2012","42","Carrie Underwood","Good Girl","520.465","30","-","-","-","41","-"
"Apr 2012","43","Adele","Rolling In The Deep","508.099","33","77","-","28","43","-"
"Apr 2012","44","Avicii","Levels","495.023","67","43","-","36","-","25"
"Apr 2012","45","Taylor Swift & The Civil Wars","Safe & Sound","492.012","35","67","-","-","31","43"
"Apr 2012","46","Christina Perri","A Thousand Years","490.307","35","-","-","-","-","38"
"Apr 2012","47","Taylor Swift","Eyes Open","490.050","19","-","-","-","17","47"
"Apr 2012","48","Rihanna & Chris Brown","Birthday Cake","482.482","29","-","-","-","-","-"
"Apr 2012","49","Lee Brice","A Woman Like You","468.372","33","-","-","-","-","-"
"Apr 2012","50","Eric Church","Springsteen","466.742","26","-","-","-","38","-"
"May 2012","1","Gotye & Kimbra","Somebody That I Used To Know","2063.133","1","7","-","1","1","19"
"May 2012","2","fun.","We Are Young","1877.632","2","1","4","19","2","8"
"May 2012","3","Carly Rae Jepsen","Call Me Maybe","1803.153","4","1","3","3","11","1"
"May 2012","4","Train","Drive By","1476.252","10","6","3","31","11","24"
"May 2012","5","Nicki Minaj","Starships","1442.149","6","9","-","7","4","4"
"May 2012","6","Flo-Rida & Sia","The Wild Ones","1348.365","5","17","-","18","5","10"
"May 2012","7","Justin Bieber","Boyfriend","1312.067","4","15","-","24","6","14"
"May 2012","8","Maroon 5 & Wiz Khalifa","Payphone","1266.738","2","-","-","24","2","3"
"May 2012","9","Katy Perry","Part Of Me","1159.812","10","16","-","16","8","16"
"May 2012","10","One Direction","What Makes You Beautiful","1120.890","4","63","-","79","7","9"
"May 2012","11","Kelly Clarkson","Stronger (What Doesn't Kill You)","1099.204","9","37","-","20","8","-"
"May 2012","12","Rihanna & Drake","Take Care","1056.464","11","25","-","26","19","36"
"May 2012","13","The Wanted","Glad You Came","1037.581","3","-","-","132","3","-"
"May 2012","14","BoB","So Good","935.392","16","8","-","131","20","9"
"May 2012","15","Jennifer Lopez & Pitbull","To Dance Again","908.896","17","11","-","15","4","44"
"May 2012","16","David Guetta & Nicki Minaj","Turn Me On","885.910","15","22","-","45","15","-"
"May 2012","17","Alex Clare","Too Close","884.953","63","4","1","-","-","-"
"May 2012","18","Rihanna","Where Have You Been?","867.033","18","6","-","2","17","6"
"May 2012","19","LMFAO","Sexy And I Know It","823.557","32","28","-","31","26","42"
"May 2012","20","Adele","Set Fire To The Rain","814.943","17","75","-","37","22","-"
"May 2012","21","Rihanna & Calvin Harris","We Found Love","813.899","22","39","-","62","31","-"
"May 2012","22","Calvin Harris","Feel So Close","786.525","12","-","-","-","9","-"
"May 2012","23","Pitbull","Back In Time","773.630","21","23","7","12","8","6"
"May 2012","24","Usher","Climax","746.464","17","21","-","-","-","-"
"May 2012","25","Chris Brown","Turn Up The Music","741.594","40","19","-","53","23","27"
"May 2012","26","Jason Mraz","I Won't Give Up","735.963","33","16","-","-","29","-"
"May 2012","27","Adele","Rumour Has It","715.411","16","-","-","-","16","-"
"May 2012","28","Flo-Rida","Good Feeling","703.528","27","60","-","101","31","43"
"May 2012","29","Drake & Lil' Wayne","The Motto","681.845","14","-","-","-","50","-"
"May 2012","30","David Guetta & Sia","Titanium","668.451","46","15","-","23","22","-"
"May 2012","31","Snoop Dogg, Wiz Khalifa & Bruno Mars","Young Wild Free","647.130","19","-","-","21","26","-"
"May 2012","32","Maroon 5 & Christina Aguilera","Moves Like Jagger","645.019","43","40","-","87","34","-"
"May 2012","33","LMFAO","Party Rock Anthem","634.260","41","52","-","65","44","-"
"May 2012","34","Eric Church","Springsteen","630.445","19","-","-","-","31","-"
"May 2012","35","Michel Telo","Ai se eu te pego!","618.132","81","-","6","2","27","-"
"May 2012","36","Taylor Swift","Eyes Open","614.490","20","-","-","-","41","-"
"May 2012","37","Karmin","Broken hearted","589.546","20","-","-","-","19","-"
"May 2012","38","Gym Class Heroes & Neon Hitch","Ass Back Home","571.462","18","-","-","-","33","21"
"May 2012","39","Luke Bryan","Drunk On You","566.482","23","-","-","-","44","-"
"May 2012","40","Jessie J","Domino","565.992","28","27","-","46","20","-"
"May 2012","41","Rihanna & Chris Brown","Birthday Cake","562.942","24","-","-","-","-","-"
"May 2012","42","Carrie Underwood","Good Girl","537.382","28","-","-","-","39","-"
"May 2012","43","Skrillex & Sirah","Bangarang","516.616","75","24","-","63","42","13"
"May 2012","44","Flo-Rida","Whistle","504.839","64","-","-","10","11","1"
"May 2012","45","Kanye West, Big Sean, Pusha T & 2 Chainz","Mercy","504.136","21","-","-","-","46","-"
"May 2012","46","Kirko Bangz","Drank In My Cup","489.690","28","-","-","-","-","-"
"May 2012","47","Of Monsters And Men","Little Talks","487.807","80","-","5","-","-","-"
"May 2012","48","Jason Aldean","Fly Over States","486.027","32","-","-","-","-","-"
"May 2012","49","Tyga","Rack City","475.446","24","-","-","-","-","-"
"May 2012","50","Miranda Lambert","Over You","465.393","37","-","-","-","-","-"
"Jun 2012","1","Carly Rae Jepsen","Call Me Maybe","2099.728","1","3","3","1","9","2"
"Jun 2012","2","Gotye & Kimbra","Somebody That I Used To Know","1788.487","1","9","-","1","1","30"
"Jun 2012","3","fun.","We Are Young","1728.844","3","1","7","19","3","20"
"Jun 2012","4","Maroon 5 & Wiz Khalifa","Payphone","1625.829","2","1","4","12","1","2"
"Jun 2012","5","Nicki Minaj","Starships","1409.383","5","12","-","10","4","4"
"Jun 2012","6","Pitbull","Back In Time","1388.044","11","21","5","4","4","4"
"Jun 2012","7","Rihanna","Where Have You Been?","1312.899","8","6","-","7","6","7"
"Jun 2012","8","Flo-Rida & Sia","The Wild Ones","1163.780","5","24","-","51","7","29"
"Jun 2012","9","Justin Bieber","Boyfriend","1150.964","8","29","-","28","9","14"
"Jun 2012","10","Train","Drive By","1146.118","10","8","-","31","12","25"
"Jun 2012","11","One Direction","What Makes You Beautiful","1081.285","5","73","-","93","12","27"
"Jun 2012","12","Usher","Scream","1074.929","11","5","-","29","4","11"
"Jun 2012","13","Flo-Rida","Whistle","995.201","77","2","2","2","2","1"
"Jun 2012","14","Kelly Clarkson","Stronger (What Doesn't Kill You)","928.440","11","56","-","25","18","-"
"Jun 2012","15","Jennifer Lopez & Pitbull","To Dance Again","867.476","17","11","-","15","4","28"
"Jun 2012","16","The Wanted","Glad You Came","850.274","8","-","-","127","6","-"
"Jun 2012","17","David Guetta & Sia","Titanium","828.697","15","32","-","64","19","-"
"Jun 2012","18","Rihanna & Drake","Take Care","826.649","14","38","-","33","25","-"
"Jun 2012","19","Katy Perry","Part Of Me","806.033","13","37","-","36","15","33"
"Jun 2012","20","Alex Clare","Too Close","793.995","48","5","4","-","-","-"
"Jun 2012","21","Katy Perry","Wide Awake","725.112","4","12","-","40","8","12"
"Jun 2012","22","LMFAO","Sexy And I Know It","719.632","39","39","-","35","33","-"
"Jun 2012","23","Jason Mraz","I Won't Give Up","705.022","25","30","-","-","36","-"
"Jun 2012","24","Karmin","Broken hearted","691.141","16","-","-","-","20","28"
"Jun 2012","25","Rihanna & Calvin Harris","We Found Love","676.935","33","65","-","58","38","-"
"Jun 2012","26","Calvin Harris","Feel So Close","674.267","12","-","-","-","10","-"
"Jun 2012","27","Ellie Goulding","Lights","653.899","12","-","-","-","34","-"
"Jun 2012","28","Luke Bryan","Drunk On You","645.782","16","-","-","-","28","-"
"Jun 2012","29","Eric Church","Springsteen","642.736","19","-","-","-","28","-"
"Jun 2012","30","Drake & Lil' Wayne","The Motto","609.258","15","-","-","-","38","-"
"Jun 2012","31","Loreen","Euphoria","600.273","-","3","1","26","-","36"
"Jun 2012","32","Adele","Set Fire To The Rain","591.990","29","-","-","43","34","-"
"Jun 2012","33","LMFAO","Party Rock Anthem","587.891","38","72","-","58","-","-"
"Jun 2012","34","Adele","Rumour Has It","582.188","16","-","-","-","20","-"
"Jun 2012","35","Kanye West, Big Sean, Pusha T & 2 Chainz","Mercy","571.900","19","-","-","165","-","-"
"Jun 2012","36","Carrie Underwood","Good Girl","571.615","25","-","-","-","31","-"
"Jun 2012","37","Usher","Climax","560.694","22","62","-","-","-","-"
"Jun 2012","38","Flo-Rida","Good Feeling","549.863","40","59","-","87","37","-"
"Jun 2012","39","BoB","So Good","545.954","38","26","-","-","38","17"
"Jun 2012","40","Calvin Harris & Ne-Yo","Let's Go","535.353","44","14","-","117","37","40"
"Jun 2012","41","Kip Moore","Somethin' 'Bout A Truck","534.520","29","-","-","-","33","-"
"Jun 2012","42","Linkin Park","Burn It Down","522.215","64","91","2","55","-","-"
"Jun 2012","43","Kirko Bangz","Drank In My Cup","514.149","28","-","-","-","-","-"
"Jun 2012","44","Of Monsters And Men","Little Talks","493.392","79","-","6","-","-","-"
"Jun 2012","45","Wiz Khalifa","Work Hard, Play Hard","473.577","29","-","-","59","-","-"
"Jun 2012","46","Demi Lovato","Give Your Heart A Break","470.719","26","-","-","-","43","-"
"Jun 2012","47","Rihanna & Chris Brown","Birthday Cake","466.953","24","-","-","-","-","-"
"Jun 2012","48","Neon Trees","Everybody Talks","465.139","24","-","-","-","-","-"
"Jun 2012","49","David Guetta & Nicki Minaj","Turn Me On","459.677","31","41","-","82","49","-"
"Jun 2012","50","Tyga & Lil' Wayne","Faded","457.379","33","-","-","-","-","-"
"Jul 2012","1","Carly Rae Jepsen","Call Me Maybe","2293.083","1","11","3","1","7","6"
"Jul 2012","2","Maroon 5 & Wiz Khalifa","Payphone","2099.046","2","1","8","11","1","3"
"Jul 2012","3","Gotye & Kimbra","Somebody That I Used To Know","1541.989","2","16","-","9","3","43"
"Jul 2012","4","Flo-Rida","Whistle","1538.667","7","4","6","2","2","1"
"Jul 2012","5","Katy Perry","Wide Awake","1520.462","3","9","-","33","1","4"
"Jul 2012","6","Rihanna","Where Have You Been?","1396.821","5","14","-","16","5","22"
"Jul 2012","7","fun.","We Are Young","1368.706","5","7","-","10","5","40"
"Jul 2012","8","Nicki Minaj","Starships","1290.124","7","19","-","21","11","15"
"Jul 2012","9","Usher","Scream","1210.183","10","16","-","31","4","23"
"Jul 2012","10","Pitbull","Back In Time","1079.954","14","35","-","3","6","11"
"Jul 2012","11","David Guetta & Sia","Titanium","1058.964","7","30","-","65","7","-"
"Jul 2012","12","Train","Drive By","1051.369","17","14","-","56","12","33"
"Jul 2012","13","Flo-Rida & Sia","The Wild Ones","1029.161","9","24","-","73","16","42"
"Jul 2012","14","One Direction","What Makes You Beautiful","964.143","6","78","-","112","17","45"
"Jul 2012","15","Justin Bieber","Boyfriend","960.408","10","40","-","38","20","23"
"Jul 2012","16","Ellie Goulding","Lights","914.009","5","-","-","-","15","-"
"Jul 2012","17","Linkin Park","Burn It Down","779.039","46","53","2","47","47","41"
"Jul 2012","18","Kelly Clarkson","Stronger (What Doesn't Kill You)","772.389","21","73","-","53","25","-"
"Jul 2012","19","The Wanted","Glad You Came","756.813","13","-","-","197","14","-"
"Jul 2012","20","Calvin Harris & Ne-Yo","Let's Go","733.820","22","39","-","133","32","-"
"Jul 2012","21","Karmin","Broken hearted","721.074","17","6","-","-","20","13"
"Jul 2012","22","Gym Class Heroes & Ryan Tedder","The Fighter","717.380","25","44","-","-","35","8"
"Jul 2012","23","Jason Mraz","I Won't Give Up","702.259","23","52","-","-","-","-"
"Jul 2012","24","fun.","Some Nights","680.285","17","-","-","-","16","1"
"Jul 2012","25","Luke Bryan","Drunk On You","679.861","16","-","-","-","30","-"
"Jul 2012","26","Kanye West, Big Sean, Pusha T & 2 Chainz","Mercy","668.678","14","-","-","175","-","-"
"Jul 2012","27","Katy Perry","Part Of Me","656.441","33","63","-","93","26","39"
"Jul 2012","28","Demi Lovato","Give Your Heart A Break","615.510","18","-","-","-","46","-"
"Jul 2012","29","Calvin Harris","Feel So Close","615.442","22","-","-","152","18","-"
"Jul 2012","30","Chris Brown","Don't Wake Me Up","614.131","78","2","-","25","-","2"
"Jul 2012","31","Eric Church","Springsteen","608.872","20","-","-","-","33","-"
"Jul 2012","32","Neon Trees","Everybody Talks","594.474","18","-","-","-","-","-"
"Jul 2012","33","Wiz Khalifa","Work Hard, Play Hard","589.243","28","-","-","50","-","-"
"Jul 2012","34","Rihanna & Drake","Take Care","583.840","31","60","-","58","45","-"
"Jul 2012","35","will.i.am & Eva Simons","This Is Love","578.276","-","1","-","5","14","7"
"Jul 2012","36","The Wanted","Chasing The Sun","576.083","53","24","-","145","21","-"
"Jul 2012","37","Tacabro","Tacata","556.057","-","-","4","2","-","-"
"Jul 2012","38","Kenny Chesney","Come Over","552.287","23","-","-","-","-","-"
"Jul 2012","39","Jennifer Lopez & Pitbull","To Dance Again","551.625","76","-","-","22","13","32"
"Jul 2012","40","One Direction","One Thing","549.613","39","-","-","-","17","40"
"Jul 2012","41","BoB & Taylor Swift","Both Of Us","538.617","46","22","-","-","49","14"
"Jul 2012","42","Alex Clare","Too Close","533.200","45","22","-","118","-","-"
"Jul 2012","43","Drake & Lil' Wayne","The Motto","529.670","27","-","-","-","41","-"
"Jul 2012","44","LMFAO","Party Rock Anthem","516.107","45","79","-","62","-","-"
"Jul 2012","45","Eli Young Band","Even If It Breaks Your Heart","511.085","29","-","-","-","-","-"
"Jul 2012","46","Loreen","Euphoria","503.388","-","41","2","178","-","-"
"Jul 2012","47","Trey Songz","Heart Attack","499.017","42","47","-","194","-","-"
"Jul 2012","48","Owl City & Carly Rae Jepsen","Good Time","494.172","17","-","-","42","13","6"
"Jul 2012","49","Rihanna & Calvin Harris","We Found Love","491.826","44","52","-","66","44","-"
"Jul 2012","50","Cher Lloyd & Astro","Want U Back","484.328","16","-","-","-","40","-"
"Aug 2012","1","Carly Rae Jepsen","Call Me Maybe","2161.075","1","13","5","1","9","17"
"Aug 2012","2","Flo-Rida","Whistle","1772.365","1","5","7","8","1","10"
"Aug 2012","3","Maroon 5 & Wiz Khalifa","Payphone","1628.886","2","2","-","8","3","12"
"Aug 2012","4","Katy Perry","Wide Awake","1502.404","2","14","-","41","1","5"
"Aug 2012","5","Gotye & Kimbra","Somebody That I Used To Know","1318.121","4","25","-","9","7","-"
"Aug 2012","6","Rihanna","Where Have You Been?","1211.573","6","23","-","27","5","42"
"Aug 2012","7","Ellie Goulding","Lights","1137.393","2","-","-","75","9","-"
"Aug 2012","8","fun.","We Are Young","1125.309","11","10","-","14","12","38"
"Aug 2012","9","David Guetta & Sia","Titanium","1105.795","7","43","-","39","7","-"
"Aug 2012","10","Usher","Scream","1094.198","9","32","-","37","9","33"
"Aug 2012","11","fun.","Some Nights","1088.399","8","24","-","-","5","1"
"Aug 2012","12","Pink","Blow Me (One Last Kiss)","1031.691","9","-","-","54","4","2"
"Aug 2012","13","Nicki Minaj","Starships","1022.054","12","19","-","36","14","36"
"Aug 2012","14","Owl City & Carly Rae Jepsen","Good Time","1021.260","13","17","-","13","5","5"
"Aug 2012","15","Justin Bieber & Big Sean","As Long As You Love Me","859.859","12","22","-","121","17","8"
"Aug 2012","16","Train","Drive By","836.573","26","17","-","74","17","50"
"Aug 2012","17","One Direction","What Makes You Beautiful","796.813","14","32","-","84","22","-"
"Aug 2012","18","Cher Lloyd & Astro","Want U Back","777.140","12","-","-","-","14","47"
"Aug 2012","19","Alex Clare","Too Close","774.839","21","24","-","28","-","-"
"Aug 2012","20","Calvin Harris & Ne-Yo","Let's Go","767.999","17","57","-","167","19","-"
"Aug 2012","21","Chris Brown","Don't Wake Me Up","751.907","53","8","-","19","-","9"
"Aug 2012","22","Nicki Minaj","Pound The Alarm","713.944","29","8","-","30","19","24"
"Aug 2012","23","Kanye West, Big Sean, Pusha T & 2 Chainz","Mercy","691.636","13","-","-","162","-","-"
"Aug 2012","24","Flo-Rida & Sia","The Wild Ones","689.065","13","66","-","114","25","-"
"Aug 2012","25","The Wanted","Chasing The Sun","672.601","50","28","-","152","18","18"
"Aug 2012","26","Demi Lovato","Give Your Heart A Break","664.647","16","-","-","-","39","-"
"Aug 2012","27","Karmin","Broken hearted","657.851","42","6","-","-","27","9"
"Aug 2012","28","Maroon 5","One More Night","651.445","15","-","-","155","8","2"
"Aug 2012","29","Pitbull","Back In Time","646.975","38","-","-","3","13","28"
"Aug 2012","30","Jason Mraz","I Won't Give Up","629.802","23","54","-","-","-","-"
"Aug 2012","31","Neon Trees","Everybody Talks","619.277","17","-","-","-","-","-"
"Aug 2012","32","The Wanted","Glad You Came","598.838","19","-","-","-","20","-"
"Aug 2012","33","will.i.am & Eva Simons","This Is Love","589.232","-","9","-","2","24","8"
"Aug 2012","34","Kelly Clarkson","Stronger (What Doesn't Kill You)","587.988","30","-","-","107","35","-"
"Aug 2012","35","Justin Bieber","Boyfriend","583.707","27","70","-","95","44","21"
"Aug 2012","36","Gusttavo Lima","Balada","573.412","-","-","3","10","-","-"
"Aug 2012","37","Wiz Khalifa","Work Hard, Play Hard","570.653","32","-","-","54","-","-"
"Aug 2012","38","Little Big Town","Pontoon","570.494","22","-","-","-","50","-"
"Aug 2012","39","Of Monsters And Men","Little Talks","562.427","51","21","-","90","-","-"
"Aug 2012","40","Kenny Chesney","Come Over","560.420","23","-","-","-","48","-"
"Aug 2012","41","2 Chainz","No Lie","543.534","26","-","-","-","-","-"
"Aug 2012","42","BoB & Taylor Swift","Both Of Us","536.140","50","24","-","-","49","5"
"Aug 2012","43","Havana Brown & Pitbull","We Run The Night","530.020","26","-","-","-","-","-"
"Aug 2012","44","Gym Class Heroes & Ryan Tedder","The Fighter","528.976","29","44","-","-","36","13"
"Aug 2012","45","Train","50 Ways To Say Goodbye","526.123","54","50","-","-","40","16"
"Aug 2012","46","Jason Aldean","Take A Little Ride","515.708","12","-","-","-","22","-"
"Aug 2012","47","One Direction","One Thing","514.400","40","-","-","-","19","43"
"Aug 2012","48","Tacabro","Tacata","504.892","-","-","4","4","-","-"
"Aug 2012","49","Lykke Li","I Follow Rivers","500.618","-","-","1","12","-","-"
"Aug 2012","50","Luke Bryan","Drunk On You","498.893","25","-","-","-","30","-"
"Sep 2012","1","Taylor Swift","We Are Never Ever Getting Back Together","1724.171","1","4","-","89","1","3"
"Sep 2012","2","Carly Rae Jepsen","Call Me Maybe","1617.574","4","27","6","1","15","23"
"Sep 2012","3","Flo-Rida","Whistle","1540.864","1","25","-","21","8","22"
"Sep 2012","4","Owl City & Carly Rae Jepsen","Good Time","1375.492","8","5","-","4","1","5"
"Sep 2012","5","fun.","Some Nights","1335.259","3","7","-","184","4","4"
"Sep 2012","6","Pink","Blow Me (One Last Kiss)","1287.545","5","3","10","22","5","10"
"Sep 2012","7","Maroon 5","One More Night","1244.188","1","-","-","51","2","3"
"Sep 2012","8","Maroon 5 & Wiz Khalifa","Payphone","1187.630","7","14","-","15","9","27"
"Sep 2012","9","Katy Perry","Wide Awake","1131.727","5","38","-","46","2","17"
"Sep 2012","10","Justin Bieber & Big Sean","As Long As You Love Me","1112.816","6","22","-","99","11","12"
"Sep 2012","11","Ellie Goulding","Lights","1093.613","3","-","-","35","7","-"
"Sep 2012","12","Gotye & Kimbra","Somebody That I Used To Know","1016.409","11","42","-","14","18","-"
"Sep 2012","13","Nicki Minaj","Pound The Alarm","998.707","17","13","-","19","9","32"
"Sep 2012","14","Alex Clare","Too Close","953.910","8","25","-","12","26","-"
"Sep 2012","15","David Guetta & Sia","Titanium","929.028","10","56","-","61","9","-"
"Sep 2012","16","Rihanna","Where Have You Been?","880.181","15","54","-","39","14","-"
"Sep 2012","17","fun.","We Are Young","878.990","27","30","-","14","22","47"
"Sep 2012","18","Chris Brown","Don't Wake Me Up","849.952","21","28","-","11","42","25"
"Sep 2012","19","Neon Trees","Everybody Talks","774.701","6","-","-","-","41","-"
"Sep 2012","20","Nicki Minaj","Starships","767.819","31","36","-","71","28","43"
"Sep 2012","21","Usher","Scream","712.935","24","73","-","47","11","-"
"Sep 2012","22","One Direction","What Makes You Beautiful","708.004","26","54","-","146","16","-"
"Sep 2012","23","Cher Lloyd & Astro","Want U Back","706.988","16","-","-","-","11","36"
"Sep 2012","24","Ne-Yo","Let Me Love You (Until You Learn To Love Yourself)","694.096","37","1","-","66","31","11"
"Sep 2012","25","Of Monsters And Men","Little Talks","689.012","49","12","-","86","-","41"
"Sep 2012","26","Train","Drive By","685.991","35","37","-","96","15","-"
"Sep 2012","27","Demi Lovato","Give Your Heart A Break","662.597","16","-","-","162","19","-"
"Sep 2012","28","David Guetta & Sia","She Wolf (Falling To Pieces)","650.569","-","8","3","4","35","11"
"Sep 2012","29","Kanye West, Big Sean, Pusha T & 2 Chainz","Mercy","626.550","18","-","-","159","-","-"
"Sep 2012","30","Train","50 Ways To Say Goodbye","610.569","30","96","-","-","21","31"
"Sep 2012","31","Calvin Harris & Ne-Yo","Let's Go","600.394","21","-","-","-","20","-"
"Sep 2012","32","Little Big Town","Pontoon","594.098","22","-","-","-","39","-"
"Sep 2012","33","Phil Phillips","Home","580.855","17","-","-","-","-","-"
"Sep 2012","34","Asaf Avidan","One Day/Reckoning Song","571.546","-","79","1","5","-","-"
"Sep 2012","35","Jason Mraz","I Won't Give Up","569.849","22","23","-","-","-","-"
"Sep 2012","36","Mumford & Sons","I'll Wait","554.447","37","12","-","-","28","36"
"Sep 2012","37","Carrie Underwood","Blown Away","552.056","28","-","-","-","32","-"
"Sep 2012","38","Hunter Hayes","Wanted","539.944","22","-","-","-","-","-"
"Sep 2012","39","2 Chainz","No Lie","533.771","24","-","-","-","-","-"
"Sep 2012","40","Matchbox Twenty","She's So Mean","500.183","40","-","-","-","31","26"
"Sep 2012","41","Wiz Khalifa","Work Hard, Play Hard","486.784","32","-","-","63","-","-"
"Sep 2012","42","The Wanted","Glad You Came","485.910","38","-","-","-","30","-"
"Sep 2012","43","The Script & will.i.am","Hall Of Fame","479.466","87","1","-","122","49","7"
"Sep 2012","44","Jason Aldean","Take A Little Ride","478.591","31","-","-","-","-","-"
"Sep 2012","45","The Wanted","Chasing The Sun","469.309","55","71","-","175","22","18"
"Sep 2012","46","Flo-Rida & Sia","The Wild Ones","461.802","33","-","-","-","44","-"
"Sep 2012","47","Trey Songz","Heart Attack","453.496","35","-","-","178","-","-"
"Sep 2012","48","Lykke Li","I Follow Rivers","444.235","-","-","2","12","-","-"
"Sep 2012","49","The Lumineers","Ho Hey","443.494","35","-","-","-","48","-"
"Sep 2012","50","Muse","Madness","441.300","82","28","-","15","-","-"
"Oct 2012","1","Psy","Gangnam Style","2275.395","2","1","1","1","1","1"
"Oct 2012","2","Maroon 5","One More Night","1733.914","1","8","-","14","2","10"
"Oct 2012","3","Taylor Swift","We Are Never Ever Getting Back Together","1495.494","2","4","-","68","1","5"
"Oct 2012","4","fun.","Some Nights","1409.151","3","7","-","78","5","17"
"Oct 2012","5","Owl City & Carly Rae Jepsen","Good Time","1312.002","8","15","-","7","4","6"
"Oct 2012","6","Pink","Blow Me (One Last Kiss)","1278.891","5","14","-","30","5","27"
"Oct 2012","7","Rihanna","Diamonds","1277.531","11","1","2","1","6","8"
"Oct 2012","8","Carly Rae Jepsen","Call Me Maybe","1143.951","12","38","10","4","15","36"
"Oct 2012","9","Justin Bieber & Big Sean","As Long As You Love Me","1115.138","6","42","-","122","9","23"
"Oct 2012","10","Alex Clare","Too Close","1111.260","7","44","-","9","14","-"
"Oct 2012","11","Flo-Rida","Whistle","1104.420","4","47","-","60","16","42"
